4,32,8388629,20
8,16,8388629,20
16,8,8388685,20
32,4,8388809,20
2,64,8388629,20
4,32,8388629,20
8,16,8388629,20
16,8,8388685,20
32,4,8388809,20
64,2,8389063,20
4,32,8388629,20
4,32,8388629,20
8,16,8388629,20
1,8,20971533,10
1,8,20971533,10
2,4,14680083,15
2,4,14680083,15
4,2,16777248,10
1,8,20971533,10
1,8,20971533,10
2,4,14680083,15
2,4,14680083,15
4,2,16777248,10
1,32,17825805,10
1,32,17825805,10
2,16,13107213,15
2,16,13107213,15
4,8,13631508,15
2,64,67108871,5
4,32,33947654,5
8,16,17694726,10
16,8,17694730,10
1,64,134217734,5
2,32,67108871,5
4,16,34340870,5
8,8,18612234,10
16,4,18612288,10
1,32,134217734,5
2,16,67108871,5
4,8,35127302,5
8,4,20447264,10
1,16,134217734,5
2,8,67108871,5
4,4,36700168,5
1,64,262157,320
2,32,524308,160
4,16,1048610,160
8,8,2097214,160
16,4,4194422,160
1,32,524301,160
2,16,1048596,160
4,8,2097186,160
8,4,4194366,160
1,16,1048589,160
2,8,2097172,160
4,4,4194338,160
1,64,262157,320
2,32,524308,160
4,16,1048610,80
8,8,2097214,40
16,4,4194422,20
1,32,524301,160
2,16,1048596,80
4,8,2097186,40
8,4,4194366,20
1,16,1048589,80
2,8,2097172,40
4,4,4194338,20
2,64,65543,5
4,32,33158,5
8,16,17286,10
16,8,16401,10
1,64,131078,5
2,32,65543,5
4,16,33542,5
8,8,18186,10
16,4,16455,10
1,32,131078,5
2,16,65543,5
4,8,34310,5
8,4,20000,10
1,16,131078,5
2,8,65543,5
4,4,35848,5
4,16,12845069,15
8,8,13631514,15
16,4,14680146,15
2,16,13107213,15
4,8,13631508,15
8,4,14680110,15
1,16,18874381,10
2,8,13631505,15
4,4,14680092,15
4,16,12845069,15
8,8,13631514,15
16,4,14680146,15
2,16,13107213,15
4,8,13631508,15
8,4,14680110,15
1,16,18874381,10
2,8,13631505,15
4,4,14680092,15
2,32,16777229,10
4,16,12845069,15
8,8,13631514,15
16,4,14680146,15
1,32,17825805,10
2,16,13107213,15
4,8,13631508,15
8,4,14680110,15
1,16,18874381,10
2,8,13631505,15
4,4,14680092,15
2,32,16777229,10
4,16,12845069,15
8,8,13631514,15
16,4,14680146,15
1,32,17825805,10
2,16,13107213,15
4,8,13631508,15
8,4,14680110,15
1,16,18874381,10
2,8,13631505,15
4,4,14680092,15
1,32,17825805,10
1,16,18874381,10
1,32,17825805,10
1,16,18874381,10
1,32,17825805,10
1,16,18874381,10
1,32,17825805,10
1,16,18874381,10
2,16,1048596,80
4,8,2097186,40
1,16,1048589,80
2,8,2097172,40
4,4,4194338,20
2,32,17302212,5
4,16,17826502,5
1,32,134217734,5
2,16,17826148,5
4,8,18874726,5
1,16,134217734,5
2,8,18874548,5
4,4,20971702,5
2,32,103285116,5
4,16,17826502,5
1,32,17825805,10
2,16,17826148,5
4,8,18874726,5
1,16,18874381,10
2,8,18874548,5
4,4,20971702,5
2,32,103285116,5
4,16,17826502,5
1,32,17825805,10
2,16,17826148,5
4,8,18874726,5
1,16,18874381,10
2,8,18874548,5
4,4,20971702,5
1,64,17301517,10
2,32,16777229,10
4,16,12845069,15
8,8,13631514,15
16,4,14680146,15
1,32,17825805,10
2,16,13107213,15
4,8,13631508,15
8,4,14680110,15
1,16,18874381,10
2,8,13631505,15
4,4,14680092,15
1,64,17301517,10
1,32,17825805,10
1,16,18874381,10
1,64,17301517,10
2,32,16777229,10
4,16,12845069,15
8,8,13631514,15
16,4,14680146,15
1,32,17825805,10
2,16,13107213,15
4,8,13631508,15
8,4,14680110,15
1,16,18874381,10
2,8,13631505,15
4,4,14680092,15
1,32,17825805,10
1,16,18874381,10
1,32,17825805,10
1,16,18874381,10
1,32,17825805,10
1,16,18874381,10
1,32,17825805,10
1,16,18874381,10
1,32,17825805,10
1,16,18874381,10
1,32,17825805,10
1,16,18874381,10
1,32,17825805,10
2,16,13107213,15
4,8,13631508,15
8,4,14680110,15
1,16,18874381,10
2,8,13631505,15
4,4,14680092,15
1,32,17825805,10
2,16,13107213,15
4,8,13631508,15
8,4,14680110,15
1,16,18874381,10
2,8,13631505,15
4,4,14680092,15
1,32,17825805,10
2,16,17826148,5
4,8,18874726,5
8,4,20971882,5
1,16,18874381,10
2,8,18874548,5
4,4,20971702,5
1,32,17825805,10
2,16,17826148,5
4,8,18874726,5
8,4,20971882,5
1,16,18874381,10
2,8,18874548,5
4,4,20971702,5
1,32,17825805,10
2,16,17826148,5
4,8,18874726,5
8,4,20971882,5
1,16,18874381,10
2,8,18874548,5
4,4,20971702,5
1,32,17825805,10
2,16,17826148,5
4,8,18874726,5
8,4,20971882,5
1,16,18874381,10
2,8,18874548,5
4,4,20971702,5
1,32,17825805,10
2,16,17826148,5
4,8,18874726,5
8,4,20971882,5
1,16,18874381,10
2,8,18874548,5
4,4,20971702,5
